cluster_label,supertype_label,subclass_label,neighborhood_label,class_label,cluster_size,F,M,ACA,AI,AUD,CLA,ENT,HIP,MOp,MOs.FRP,PL.ILA.ORB,PTLp,RHP,RSP,SSp,SSs.GU.VISC.AIp,TEa.PERI.ECT,VIS,cell_type_accession_label
112_Pvalb,Pvalb Lpl,Pvalb,MGE,GABAergic,1920,0.255208,0.744792,0.040104,0.044271,0.042188,0,0.014583,0.002604,0.154688,0.028646,0.056771,0.01875,0.077604,0.028646,0.002604,0.029167,0.059375,0.4,CCN19103010000112
113_Pvalb,Pvalb Lpl,Pvalb,MGE,GABAergic,968,0.267562,0.732438,0.002066,0.005165,0.043388,0,0.019628,0,0.056818,0.001033,0.004132,0.020661,0.003099,0.007231,0.001033,0.018595,0.01343,0.803719,CCN19103010000113
114_Pvalb,Pvalb Lpl,Pvalb,MGE,GABAergic,5524,0.30286,0.69714,0.055214,0.074403,0.040912,0,0.025706,0.007422,0.240587,0.05105,0.038197,0.018103,0.012853,0.01593,0.00706,0.028783,0.087256,0.296524,CCN19103010000114
115_Pvalb,Pvalb Lpl,Pvalb,MGE,GABAergic,3754,0.300746,0.699254,0.015983,0.050879,0.087107,0,0.006393,0.000266,0.184603,0.005061,0.030368,0.021044,0.00959,0.014917,0.004529,0.053543,0.033564,0.482152,CCN19103010000115
116_Pvalb,Pvalb Lpl,Pvalb,MGE,GABAergic,7837,0.311599,0.688401,0.042746,0.128621,0.040832,0,0.016205,0.000128,0.168304,0.048743,0.055123,0.021947,0.009825,0.016716,0.003062,0.046319,0.109863,0.291566,CCN19103010000116
117_Pvalb,Pvalb Lpl,Pvalb,MGE,GABAergic,2023,0.237271,0.762729,0.031636,0.047454,0.039051,0,0.025704,0,0.163618,0.013347,0.052892,0.020761,0.026693,0.021256,0.008898,0.028176,0.063767,0.456747,CCN19103010000117
118_Pvalb,Pvalb Lpl,Pvalb,MGE,GABAergic,2016,0.361607,0.638393,0.057044,0.071429,0.02877,0,0.113095,0.016369,0.097718,0.037202,0.066964,0.006448,0.084325,0.014881,0.00248,0.043155,0.137401,0.222718,CCN19103010000118
119_Pvalb,Pvalb Lpl,Pvalb,MGE,GABAergic,2714,0.368828,0.631172,0.051953,0.102432,0.03832,0,0.069639,0.007001,0.141857,0.030214,0.111643,0.007738,0.041268,0.01437,0.008475,0.06706,0.151805,0.156227,CCN19103010000119
120_Pvalb,Pvalb Lpl,Pvalb,MGE,GABAergic,534,0.430712,0.569288,0.001873,0,0,0,0.485019,0.001873,0,0,0,0,0.494382,0.013109,0,0,0.003745,0,CCN19103010000120
121_Pvalb,Pvalb Lpl,Pvalb,MGE,GABAergic,1468,0.52248,0.47752,0.006812,0.036785,0.002044,0,0.767711,0.008174,0,0,0.038828,0,0.042916,0.003406,0,0.00545,0.087193,0.000681,CCN19103010000121
122_Pvalb Vipr2,Pvalb Vipr2,Pvalb,MGE,GABAergic,110,0.472727,0.527273,0,0,0,0,0,0.9,0.009091,0,0,0,0.090909,0,0,0,0,0,CCN19103010000122
123_Pvalb Vipr2,Pvalb Vipr2,Pvalb,MGE,GABAergic,2005,0.390025,0.609975,0.028429,0.093267,0.036409,0,0.154613,0.019451,0.125686,0.026933,0.0798,0.013965,0.052369,0.012968,0.013965,0.046883,0.146633,0.148628,CCN19103010000123
124_L2 IT APr,L2 IT APr Cdh7,L2/3 IT PPP,L2/3 IT,Glutamatergic,524,0.459924,0.540076,0,0,0,0,0.038168,0,0,0,0,0,0.954198,0.005725,0,0,0,0.001908,CCN19103010000124
125_L2 IT APr,L2 IT APr Cdh7,L2/3 IT PPP,L2/3 IT,Glutamatergic,173,0.601156,0.398844,0,0,0,0,0,0,0,0,0,0,0.965318,0.034682,0,0,0,0,CCN19103010000125
126_L2 IT APr,L2 IT APr Cdh7,L2/3 IT PPP,L2/3 IT,Glutamatergic,1304,0.324387,0.675613,0,0,0,0,0.007669,0.000767,0,0,0,0,0.991564,0,0,0,0,0,CCN19103010000126
127_L2 IT APr,L2 IT APr Cdh7,L2/3 IT PPP,L2/3 IT,Glutamatergic,303,0.181518,0.818482,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CCN19103010000127
128_L2 IT APr,L2 IT APr Cdh7,L2/3 IT PPP,L2/3 IT,Glutamatergic,641,0.368175,0.631825,0,0,0,0,0.00156,0,0,0,0,0,0.99844,0,0,0,0,0,CCN19103010000128
129_L2/3 IT POST-PRE,L2/3 IT POST-PRE Kit,L2/3 IT PPP,L2/3 IT,Glutamatergic,5194,0.370812,0.629188,0,0,0,0,0.012707,0.00077,0,0,0,0,0.986523,0,0,0,0,0,CCN19103010000129
130_L2/3 IT POST-PRE,L2/3 IT POST-PRE Kit,L2/3 IT PPP,L2/3 IT,Glutamatergic,4635,0.364833,0.635167,0,0,0,0,0.003236,0,0,0,0,0,0.996764,0,0,0,0,0,CCN19103010000130
131_L2/3 IT POST-PRE,L2/3 IT POST-PRE Kit,L2/3 IT PPP,L2/3 IT,Glutamatergic,5472,0.395833,0.604167,0,0,0,0,0.000183,0.000731,0,0,0,0,0.994335,0.004751,0,0,0,0,CCN19103010000131
132_L2 IT RSPv-POST-PRE,L2 IT RSPv-POST-PRE Pdlim1,L2/3 IT PPP,L2/3 IT,Glutamatergic,439,0.471526,0.528474,0.002278,0,0,0,0,0,0,0,0,0,0.487472,0.510251,0,0,0,0,CCN19103010000132
133_L2 IT RSPv-POST-PRE,L2 IT RSPv-POST-PRE Pdlim1,L2/3 IT PPP,L2/3 IT,Glutamatergic,18335,0.364549,0.635451,0.066488,0,0,0,0,0,0,0,0,5.45E-05,0.013636,0.919821,0,0,0,0,CCN19103010000133
134_L2 IT RSP-ACA,L2 IT RSP-ACA Npnt,L2/3 IT PPP,L2/3 IT,Glutamatergic,5526,0.26692,0.73308,0.180271,0.000362,0.000181,0,0.000181,0,0.041448,0.007602,0,0.000724,0.009774,0.722534,0.000543,0,0,0.03638,CCN19103010000134
135_L3 IT ENTm,L3 IT ENTm Plch1,L3 IT ENT,L2/3 IT,Glutamatergic,2892,0.526971,0.473029,0,0,0,0,0.997234,0,0,0,0,0,0.002766,0,0,0,0,0,CCN19103010000135
136_L3 IT ENTm,L3 IT ENTm Plch1,L3 IT ENT,L2/3 IT,Glutamatergic,1037,0.597878,0.402122,0,0,0,0,0.910318,0,0,0,0,0,0.089682,0,0,0,0,0,CCN19103010000136
137_L3 IT ENTm,L3 IT ENTm Plch1,L3 IT ENT,L2/3 IT,Glutamatergic,1858,0.537137,0.462863,0,0,0,0,0.99408,0,0,0,0,0,0.00592,0,0,0,0,0,CCN19103010000137
138_L3 IT ENTm,L3 IT ENTm Plch1,L3 IT ENT,L2/3 IT,Glutamatergic,5296,0.642183,0.357817,0,0,0,0,0.998112,0,0,0,0,0,0.000189,0.000189,0,0,0.001511,0,CCN19103010000138
139_L3 IT ENTl,L3 IT ENTl Fign,L3 IT ENT,L2/3 IT,Glutamatergic,622,0.553055,0.446945,0,0,0,0,0.945338,0,0,0,0,0,0,0,0,0,0.054662,0,CCN19103010000139
140_L3 IT ENTl,L3 IT ENTl Fign,L3 IT ENT,L2/3 IT,Glutamatergic,2250,0.600889,0.399111,0,0,0,0,0.858222,0,0,0,0,0,0,0,0,0,0.141778,0,CCN19103010000140
141_L2/3 IT PAR,L2/3 IT PAR Wfs1 Prlr,L2/3 IT PPP,L2/3 IT,Glutamatergic,419,0.362768,0.637232,0.002387,0,0,0,0.167064,0,0,0,0,0,0.821002,0.004773,0,0,0,0.004773,CCN19103010000141
142_L2/3 IT PAR,L2/3 IT PAR Wfs1 Prlr,L2/3 IT PPP,L2/3 IT,Glutamatergic,1680,0.458929,0.541071,0,0,0,0,0.436905,0,0,0,0,0,0.559524,0.003571,0,0,0,0,CCN19103010000142
143_L2/3 IT PAR,L2/3 IT PAR Wfs1 Prlr,L2/3 IT PPP,L2/3 IT,Glutamatergic,789,0.534854,0.465146,0,0,0,0,0.669202,0,0,0,0,0,0.309252,0,0,0,0,0.021546,CCN19103010000143
144_L2/3 IT PAR,L2/3 IT PAR Wfs1 Prlr,L2/3 IT PPP,L2/3 IT,Glutamatergic,873,0.575029,0.424971,0,0,0,0,0.177549,0,0,0,0,0,0.822451,0,0,0,0,0,CCN19103010000144
145_L2/3 IT PAR,L2/3 IT PAR Cfap58,L2/3 IT PPP,L2/3 IT,Glutamatergic,1666,0.545018,0.454982,0,0,0,0,0.927971,0,0,0,0,0,0.067827,0,0,0,0.004202,0,CCN19103010000145
146_L2 IT ENTm,L2 IT ENTm Lef1,L2 IT ENTm,L2/3 IT,Glutamatergic,205,0.595122,0.404878,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CCN19103010000146
147_L2 IT ENTm,L2 IT ENTm Lef1,L2 IT ENTm,L2/3 IT,Glutamatergic,534,0.573034,0.426966,0,0,0,0,0.88764,0,0,0,0,0,0.11236,0,0,0,0,0,CCN19103010000147
148_L2 IT ENTm,L2 IT ENTm Lef1,L2 IT ENTm,L2/3 IT,Glutamatergic,116,0.517241,0.482759,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CCN19103010000148
149_L2 IT ENTm,L2 IT ENTm Lef1,L2 IT ENTm,L2/3 IT,Glutamatergic,1374,0.581514,0.418486,0,0,0,0,0.972344,0,0,0,0,0,0.027656,0,0,0,0,0,CCN19103010000149
150_L2 IT ENTm,L2 IT ENTm Lef1,L2 IT ENTm,L2/3 IT,Glutamatergic,38,0.868421,0.131579,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CCN19103010000150
151_L2 IT ENTl,L2 IT ENTl Chn2,L2 IT ENTl,L2/3 IT,Glutamatergic,4759,0.528682,0.471318,0.00021,0.063249,0,0,0.924354,0.00021,0,0,0.002311,0,0.00021,0,0,0.003992,0.005253,0.00021,CCN19103010000151
152_L2/3 IT ENTl,L2/3 IT ENTl Fign,L2/3 IT ENTl,L2/3 IT,Glutamatergic,208,0.692308,0.307692,0,0.019231,0,0,0.951923,0,0,0,0,0,0,0,0,0.004808,0.024038,0,CCN19103010000152
153_L2/3 IT ENTl,L2/3 IT ENTl Fign,L2/3 IT ENTl,L2/3 IT,Glutamatergic,2310,0.525541,0.474459,0,0,0,0,0.993939,0,0,0,0,0,0.000866,0,0,0,0.005195,0,CCN19103010000153
154_L2/3 IT ENTl,L2/3 IT ENTl Fign,L2/3 IT ENTl,L2/3 IT,Glutamatergic,622,0.594855,0.405145,0,0.001608,0.001608,0,0.963023,0,0,0,0,0,0.001608,0,0,0.001608,0.030547,0,CCN19103010000154
155_L2/3 IT ENTl,L2/3 IT ENTl Ndst4,L2/3 IT ENTl,L2/3 IT,Glutamatergic,93,0.677419,0.322581,0,0.11828,0,0,0.83871,0,0,0,0.032258,0,0,0,0,0,0.010753,0,CCN19103010000155
156_L2/3 IT ENTl,L2/3 IT ENTl Ndst4,L2/3 IT ENTl,L2/3 IT,Glutamatergic,649,0.614792,0.385208,0,0.001541,0,0,0.978428,0.003082,0,0,0,0,0.016949,0,0,0,0,0,CCN19103010000156
157_L2/3 IT ENTl,L2/3 IT ENTl Ndst4,L2/3 IT ENTl,L2/3 IT,Glutamatergic,291,0.553265,0.446735,0.003436,0.04811,0,0,0.941581,0,0,0,0,0,0,0,0,0,0.006873,0,CCN19103010000157
158_L2/3 IT AI,L2/3 IT AI Ndst4,L2/3 IT ENTl,L2/3 IT,Glutamatergic,25,1,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,CCN19103010000158
159_L2/3 IT AI,L2/3 IT AI Ndst4,L2/3 IT ENTl,L2/3 IT,Glutamatergic,231,0.891775,0.108225,0,0.761905,0,0,0.203463,0.004329,0,0,0,0,0,0,0,0.030303,0,0,CCN19103010000159
160_L2/3 IT ENTl,L2/3 IT ENTl Ndst4,L2/3 IT ENTl,L2/3 IT,Glutamatergic,716,0.666201,0.333799,0,0.217877,0.001397,0,0.72067,0,0,0,0.006983,0,0.001397,0,0,0.027933,0.023743,0,CCN19103010000160
161_L2/3 IT ENTl,L2/3 IT ENTl Ndst4,L2/3 IT ENTl,L2/3 IT,Glutamatergic,1632,0.621936,0.378064,0,0.004902,0,0,0.958333,0.001838,0,0,0.004902,0,0.000613,0,0,0.003676,0.025735,0,CCN19103010000161
162_L2/3 IT CTX,L2/3 IT CTX Trhr,L2/3 IT CTX,L2/3 IT,Glutamatergic,478,0.190377,0.809623,0,0.002092,0.016736,0,0.002092,0,0,0,0,0,0,0.006276,0.002092,0.043933,0.709205,0.217573,CCN19103010000162
163_L2/3 IT CTX,L2/3 IT CTX Trhr,L2/3 IT CTX,L2/3 IT,Glutamatergic,1012,0.439723,0.560277,0,0.002964,0.041502,0,0.003953,0,0,0,0.004941,0,0,0,0,0.051383,0.882411,0.012846,CCN19103010000163
164_L2/3 IT CTX,L2/3 IT CTX Trhr,L2/3 IT CTX,L2/3 IT,Glutamatergic,4805,0.480957,0.519043,0,0.026639,0.06847,0,0.011863,0.000208,0,0,0.001873,0,0.000208,0.001873,0,0.144017,0.723205,0.021644,CCN19103010000164
165_L2/3 IT CTX,L2/3 IT CTX Trhr,L2/3 IT CTX,L2/3 IT,Glutamatergic,2117,0.438356,0.561644,0.029759,0.060935,0.000945,0,0.011809,0,0.000472,0.000945,0.774209,0.001417,0.000472,0.022674,0,0.016533,0.063769,0.01606,CCN19103010000165
166_L2/3 IT CTX,L2/3 IT CTX Stard8,L2/3 IT CTX,L2/3 IT,Glutamatergic,14491,0.367953,0.632047,0.016769,0.004417,0.211856,0,0.000966,0,0.073011,0.009385,0.018701,0.038852,0.001104,0.034021,0.075495,0.048306,0.059002,0.408115,CCN19103010000166
167_L2/3 IT CTX,L2/3 IT CTX Stard8,L2/3 IT CTX,L2/3 IT,Glutamatergic,14968,0.47194,0.52806,0.052512,0.215326,0.025989,0,0.011959,0,0.133685,0.175441,0.174506,0.004743,0.000134,0.001537,0.016101,0.075227,0.073022,0.039818,CCN19103010000167
168_L2/3 IT CTX,L2/3 IT CTX Stard8,L2/3 IT CTX,L2/3 IT,Glutamatergic,87411,0.325085,0.674915,0.052638,0.013843,0.061149,0,6.86E-05,0,0.105321,0.042742,0.03193,0.041849,0.00016,0.085186,0.109051,0.045075,0.003718,0.407269,CCN19103010000168
169_L2/3 IT CTX,L2/3 IT CTX Stard8,L2/3 IT CTX,L2/3 IT,Glutamatergic,2126,0.43556,0.56444,0.553622,0.001411,0.005644,0,0.001411,0,0.03904,0.020696,0.110066,0.006115,0.000941,0.104421,0.001411,0.002352,0.006585,0.146284,CCN19103010000169
170_L2/3 IT CTX,L2/3 IT CTX Stard8,L2/3 IT CTX,L2/3 IT,Glutamatergic,344,0.360465,0.639535,0.020349,0.005814,0.034884,0,0,0,0.02907,0,0.05814,0,0,0.055233,0,0.020349,0.715116,0.061047,CCN19103010000170
171_L2/3 IT CTX,L2/3 IT CTX Baz1a,L2/3 IT CTX,L2/3 IT,Glutamatergic,6212,0.357051,0.642949,0.029303,0.017872,0.074867,0,0.005313,0,0.03365,0.023346,0.049589,0.0834,0,0.017066,0.023507,0.0417,0.054098,0.546289,CCN19103010000171
172_L2/3 IT ProS,L2/3 IT ProS Dcn Cbln4,L2/3 IT RHP,L2/3 IT,Glutamatergic,391,0.531969,0.468031,0,0,0,0,0.470588,0,0,0,0,0,0.521739,0,0,0,0.007673,0,CCN19103010000172
173_L2/3 IT ProS,L2/3 IT ProS Dcn Cbln4,L2/3 IT RHP,L2/3 IT,Glutamatergic,1743,0.523236,0.476764,0.007458,0,0,0,0.026391,0.010901,0,0,0,0,0.95525,0,0,0,0,0,CCN19103010000173
174_IT HATA,IT HATA Id4,L2/3 IT RHP,L2/3 IT,Glutamatergic,40,0.525,0.475,0,0,0,0,0.975,0,0,0,0.025,0,0,0,0,0,0,0,CCN19103010000174
175_IT HATA,IT HATA Id4,L2/3 IT RHP,L2/3 IT,Glutamatergic,148,0.459459,0.540541,0.013514,0,0,0,0.925676,0,0,0,0.006757,0,0.040541,0,0,0,0.013514,0,CCN19103010000175
176_IT HATA,IT HATA Id4,L2/3 IT RHP,L2/3 IT,Glutamatergic,479,0.572025,0.427975,0,0,0,0,0.803758,0.002088,0,0,0,0,0.192067,0,0,0,0.002088,0,CCN19103010000176
177_IT HATA,IT HATA Id4,L2/3 IT RHP,L2/3 IT,Glutamatergic,429,0.426573,0.573427,0,0,0,0,0.855478,0,0,0,0,0,0.144522,0,0,0,0,0,CCN19103010000177
178_L4 IT CTX,L4 IT CTX Rspo1,L4/5 IT CTX,L4/5/6 IT Car3,Glutamatergic,10945,0.330379,0.669621,9.14E-05,0.000731,0.044861,0,0,0,0.196163,0.000731,0.001279,0.005208,0,0.001279,0.608497,0.060484,0.000914,0.079762,CCN19103010000178
179_L4 IT CTX,L4 IT CTX Rspo1,L4/5 IT CTX,L4/5/6 IT Car3,Glutamatergic,65137,0.399942,0.600058,0.002195,0.007661,0.147474,0,0,0,0.197384,0.041313,0.030735,0.007384,0,0.000921,0.36761,0.116508,0.009964,0.070851,CCN19103010000179
180_L4 IT CTX,L4 IT CTX Rspo1,L4/5 IT CTX,L4/5/6 IT Car3,Glutamatergic,99164,0.255355,0.744645,0.00478,3.03E-05,0.05734,0,0,0,0.025352,0.008673,0.008199,0.080282,7.06E-05,0.027087,0.032714,0.002985,0.006283,0.746206,CCN19103010000180
181_L4 IT CTX,L4 IT CTX Rspo1,L4/5 IT CTX,L4/5/6 IT Car3,Glutamatergic,4949,0.245706,0.754294,0,0,0.071125,0,0,0,0.015559,0,0.000404,0.034148,0,0.013538,0.021823,0.002425,0.000606,0.840372,CCN19103010000181
182_L4/5 IT CTX,L4/5 IT CTX Cux2 Etv1,L4/5 IT CTX,L4/5/6 IT Car3,Glutamatergic,27503,0.4157,0.5843,0.000436,0.011271,0.231757,0,0,0,0.196706,0.034578,0.020216,0.026579,0,0.000545,0.201651,0.124677,0.045668,0.105916,CCN19103010000182
183_L4/5 IT CTX,L4/5 IT CTX Cux2 Etv1,L4/5 IT CTX,L4/5/6 IT Car3,Glutamatergic,17869,0.30774,0.69226,5.60E-05,0.000112,0.191974,0,0,0,0.000336,0,0.01013,0.081323,0.000112,0.013656,0.004981,0.003638,0.010802,0.682879,CCN19103010000183
184_L4/5 IT CTX,L4/5 IT CTX Cux2 Etv1,L4/5 IT CTX,L4/5/6 IT Car3,Glutamatergic,2587,0.481252,0.518748,0,0.017008,0.136065,0,0,0,0.000773,0,0.009277,0.000387,0,0,0,0.315037,0.494782,0.026672,CCN19103010000184
185_L4/5 IT CTX,L4/5 IT CTX Cux2 Etv1,L4/5 IT CTX,L4/5/6 IT Car3,Glutamatergic,2010,0.48408,0.51592,0,0.011443,0.041791,0,0,0,0.001493,0,0.000498,0,0,0,0,0.552239,0.390547,0.00199,CCN19103010000185
186_L4/5 IT CTX,L4/5 IT CTX Cux2 Etv1,L4/5 IT CTX,L4/5/6 IT Car3,Glutamatergic,2411,0.448776,0.551224,0,0.004977,0.140606,0,0,0,0.000415,0.000415,0.004148,0.001659,0,0.005807,0.00083,0.044795,0.727084,0.069266,CCN19103010000186
187_L4/5 IT CTX,L4/5 IT CTX Cux2 Etv1,L4/5 IT CTX,L4/5/6 IT Car3,Glutamatergic,7679,0.422451,0.577549,0.022138,0.31241,0.012371,0,0,0,0.204584,0.151843,0.181404,0.001823,0,0.000521,0.001172,0.055216,0.04623,0.010288,CCN19103010000187
188_L4/5 IT CTX,L4/5 IT CTX Cux2 Etv1,L4/5 IT CTX,L4/5/6 IT Car3,Glutamatergic,14851,0.290216,0.709784,0.036092,0.030436,0.017979,0,0,0,0.443,0.258636,0.050704,0.019864,0,0.010437,0.033062,0.021884,0.011582,0.066326,CCN19103010000188
189_L4/5 IT CTX,L4/5 IT CTX Cux2 Etv1,L4/5 IT CTX,L4/5/6 IT Car3,Glutamatergic,11092,0.488821,0.511179,0.566363,0.00388,0.005594,0,0.003519,0.000812,0.024001,0.025083,0.029505,0.003429,0.015519,0.226924,0.003699,0.003248,0.00406,0.084363,CCN19103010000189
190_L4/5 IT CTX,L4/5 IT CTX Cux2 Etv1,L4/5 IT CTX,L4/5/6 IT Car3,Glutamatergic,3644,0.307355,0.692645,0.073271,0.010428,0.031559,0,0,0,0.457464,0.177827,0.038419,0.024149,0,0.008782,0.081778,0.013447,0.003568,0.079308,CCN19103010000190
191_L4/5 IT CTX,L4/5 IT CTX Cux2 Etv1,L4/5 IT CTX,L4/5/6 IT Car3,Glutamatergic,13740,0.442722,0.557278,0.013683,0.300582,0.004658,0,0,0,0.133697,0.196798,0.251456,0.002402,0,0.00131,0.00182,0.053057,0.034134,0.006405,CCN19103010000191
192_L4/5 IT CTX,L4/5 IT CTX Cux2 Etv1,L4/5 IT CTX,L4/5/6 IT Car3,Glutamatergic,1181,0.508891,0.491109,0.008467,0.066892,0.019475,0,0.436071,0.001693,0.008467,0.001693,0.023709,0.001693,0.026249,0,0.003387,0.027942,0.34801,0.026249,CCN19103010000192
193_L4/5 IT CTX,L4/5 IT CTX Cux2 Etv1,L4/5 IT CTX,L4/5/6 IT Car3,Glutamatergic,2052,0.374269,0.625731,0.277968,0.001954,0.005862,0,0.005862,0.000489,0.109917,0.067904,0.02296,0.031265,0.004885,0.176356,0.004397,0.001466,0.001954,0.286761,CCN19103010000193
194_L5 IT RSP-ACA,L5 IT RSP-ACA Tshz2,L5 IT CTX,L4/5/6 IT Car3,Glutamatergic,6678,0.446391,0.553609,0.480204,0,0.00015,0,0,0,0.016647,0.010948,0.00135,0,0.003449,0.431164,0.00015,0,0,0.055939,CCN19103010000194
195_L5 IT RSP-ACA,L5 IT RSP-ACA Tshz2,L5 IT CTX,L4/5/6 IT Car3,Glutamatergic,2117,0.423713,0.576287,0.406708,0.000472,0,0,0.001417,0,0.013699,0.004724,0.000945,0,0.007085,0.483231,0.000472,0.000945,0.000472,0.07983,CCN19103010000195
196_L5 IT CTX,L5 IT CTX Foxo1,L5 IT CTX,L4/5/6 IT Car3,Glutamatergic,2665,0.267542,0.732458,0.000375,0.006757,0.100225,0,0,0,0.007883,0.000375,0.019144,0.032658,0,0.024775,0.009384,0.003003,0.009384,0.786036,CCN19103010000196
197_L5 IT CTX,L5 IT CTX Foxo1,L5 IT CTX,L4/5/6 IT Car3,Glutamatergic,10952,0.270818,0.729182,0.006118,0.010135,0.056154,0,0.001644,0,0.016161,0.0063,0.020636,0.06492,9.13E-05,0.023466,0.029584,0.003196,0.008766,0.752831,CCN19103010000197
198_L5 IT CTX,L5 IT CTX Foxo1,L5 IT CTX,L4/5/6 IT Car3,Glutamatergic,1606,0.318182,0.681818,0.312773,0.000623,0.010592,0,0.005607,0,0.17134,0.039875,0.031776,0.02866,0,0.10405,0.000623,0.001869,0.0081,0.284112,CCN19103010000198
199_L5 IT CTX,L5 IT CTX Foxo1,L5 IT CTX,L4/5/6 IT Car3,Glutamatergic,4348,0.220791,0.779209,0.018169,0.0092,0.021849,0,0,0,0.636385,0.066007,0.023689,0.018399,0,0.00598,0.138914,0.024839,0.00391,0.032659,CCN19103010000199
200_L5 IT CTX,L5 IT CTX Foxo1,L5 IT CTX,L4/5/6 IT Car3,Glutamatergic,7930,0.333417,0.666583,0.034431,0.121327,0.048304,0,0.000757,0,0.386303,0.090428,0.096734,0.014504,0,0.007441,0.058141,0.020684,0.094463,0.026485,CCN19103010000200
201_L5 IT CTX,L5 IT CTX Foxo1,L5 IT CTX,L4/5/6 IT Car3,Glutamatergic,856,0.503505,0.496495,0.003505,0,0.005841,0,0,0,0.310748,0.047897,0.008178,0.003505,0,0,0.537383,0.064252,0,0.018692,CCN19103010000201
202_L5 IT CTX,L5 IT CTX Foxo1,L5 IT CTX,L4/5/6 IT Car3,Glutamatergic,1153,0.542064,0.457936,0.398438,0.023438,0.045139,0,0.023438,0,0.139757,0.139757,0.0625,0.033854,0,0.046007,0.001736,0.009549,0.036458,0.039931,CCN19103010000202
203_L5/6 IT CTX,L5/6 IT CTX Cdh9,L5 IT CTX,L4/5/6 IT Car3,Glutamatergic,923,0.355363,0.644637,0.002167,0.23402,0.00325,0,0,0,0.152763,0.006501,0.583965,0.001083,0,0,0.002167,0.005417,0,0.008667,CCN19103010000203
204_L5/6 IT CTX,L5/6 IT CTX Cdh9,L5 IT CTX,L4/5/6 IT Car3,Glutamatergic,12412,0.364083,0.635917,0.048421,0.012971,0.130922,0,8.06E-05,0,0.127941,0.017483,0.147841,0.033919,0,0.013938,0.10659,0.065259,0.007573,0.287061,CCN19103010000204
205_L5/6 IT CTX,L5/6 IT CTX Cdh9,L5 IT CTX,L4/5/6 IT Car3,Glutamatergic,1013,0.302073,0.697927,0.072063,0.226061,0.003949,0,0.002962,0,0.206318,0.263574,0.160908,0,0,0.003949,0.003949,0.030602,0.025666,0,CCN19103010000205
206_L5/6 IT CTX,L5/6 IT CTX Cdh9,L5 IT CTX,L4/5/6 IT Car3,Glutamatergic,1053,0.336182,0.663818,0.006648,0.211776,0.005698,0,0.001899,0,0.263058,0.308642,0.065527,0.00095,0,0,0.004748,0.055081,0.075973,0,CCN19103010000206
207_L5/6 IT CTX,L5/6 IT CTX Cdh9,L5 IT CTX,L4/5/6 IT Car3,Glutamatergic,525,0.539048,0.460952,0.67619,0,0.00381,0,0,0,0.020952,0.022857,0.20381,0,0.001905,0.034286,0,0.005714,0.019048,0.011429,CCN19103010000207
208_L5/6 IT CTX,L5/6 IT CTX Cdh9,L5 IT CTX,L4/5/6 IT Car3,Glutamatergic,3296,0.291262,0.708738,0.092233,0.026396,0.012136,0,0,0,0.441748,0.14199,0.041566,0.008192,0,0.028519,0.138956,0.041262,0.001517,0.025485,CCN19103010000208
209_L5/6 IT CTX,L5/6 IT CTX Cdh9,L5 IT CTX,L4/5/6 IT Car3,Glutamatergic,4413,0.388398,0.611602,0.009517,0.016315,0.049853,0,0,0,0.135962,0.004985,0.172218,0.024247,0,0.014049,0.343984,0.069794,0.003852,0.155223,CCN19103010000209
210_L5/6 IT TPE-ENT,L5/6 IT TPE-ENT Dcn,L5/6 IT TPE-ENT,L4/5/6 IT Car3,Glutamatergic,367,0.558583,0.441417,0.002732,0.013661,0,0,0.934426,0,0,0,0.002732,0,0,0,0,0,0.043716,0.002732,CCN19103010000210
211_L5/6 IT TPE-ENT,L5/6 IT TPE-ENT Dcn,L5/6 IT TPE-ENT,L4/5/6 IT Car3,Glutamatergic,45,0.488889,0.511111,0,0.022222,0,0,0.977778,0,0,0,0,0,0,0,0,0,0,0,CCN19103010000211
212_L5/6 IT TPE-ENT,L5/6 IT TPE-ENT Dcn,L5/6 IT TPE-ENT,L4/5/6 IT Car3,Glutamatergic,817,0.419829,0.580171,0.007344,0.04284,0.01224,0,0.227662,0,0.001224,0,0.118727,0,0.01224,0.003672,0,0.044064,0.50918,0.020808,CCN19103010000212
213_L5/6 IT TPE-ENT,L5/6 IT TPE-ENT Dcn,L5/6 IT TPE-ENT,L4/5/6 IT Car3,Glutamatergic,1104,0.48279,0.51721,0,0.000906,0,0,0.930254,0,0,0,0,0,0.057065,0,0,0,0.011775,0,CCN19103010000213
214_L5/6 IT PFC,L5/6 IT PFC Chn2,L5/6 IT TPE-ENT,L4/5/6 IT Car3,Glutamatergic,837,0.557945,0.442055,0.02509,0.130227,0,0,0.003584,0,0.001195,0,0.700119,0,0.001195,0.002389,0,0.058542,0.077658,0,CCN19103010000214
215_L5/6 IT TPE-ENT,L5/6 IT TPE-ENT Chn2,L5/6 IT TPE-ENT,L4/5/6 IT Car3,Glutamatergic,705,0.448227,0.551773,0.024113,0,0.039716,0,0.083688,0,0,0,0.002837,0.001418,0.022695,0.035461,0,0.01844,0.719149,0.052482,CCN19103010000215
