cluster_label,supertype_label,subclass_label,neighborhood_label,class_label,cluster_size,F,M,ACA,AI,AUD,CLA,ENT,HIP,MOp,MOs.FRP,PL.ILA.ORB,PTLp,RHP,RSP,SSp,SSs.GU.VISC.AIp,TEa.PERI.ECT,VIS,cell_type_accession_label
324_ProS,ProS Arhgap6,SUB-ProS,DG/SUB/CA,Glutamatergic,320,0.459375,0.540625,0,0,0,0,0,0.171875,0,0,0,0,0.828125,0,0,0,0,0,CCN19103010000324
325_ProS,ProS Arhgap6,SUB-ProS,DG/SUB/CA,Glutamatergic,115,0.913043,0.086957,0,0,0,0,0.052174,0,0,0,0,0,0.947826,0,0,0,0,0,CCN19103010000325
326_ProS,ProS Arhgap6,SUB-ProS,DG/SUB/CA,Glutamatergic,298,0.741611,0.258389,0,0,0,0,0,0.003356,0,0,0,0,0.996644,0,0,0,0,0,CCN19103010000326
327_ProS,ProS Arhgap6,SUB-ProS,DG/SUB/CA,Glutamatergic,221,0.606335,0.393665,0,0,0,0,0,0.027149,0,0,0,0,0.972851,0,0,0,0,0,CCN19103010000327
328_ProS,ProS Arhgap6,SUB-ProS,DG/SUB/CA,Glutamatergic,329,0.702128,0.297872,0,0,0,0,0,0.009119,0,0,0,0,0.990881,0,0,0,0,0,CCN19103010000328
329_CA1-ProS,CA1-ProS Dlk1,CA1-ProS,DG/SUB/CA,Glutamatergic,360,0.477778,0.522222,0,0,0,0,0,0.041667,0,0,0,0,0.958333,0,0,0,0,0,CCN19103010000329
330_CA1-ProS,CA1-ProS Dlk1,CA1-ProS,DG/SUB/CA,Glutamatergic,491,0.401222,0.598778,0,0,0,0,0,0.228106,0,0,0,0,0.771894,0,0,0,0,0,CCN19103010000330
331_CA1-ProS,CA1-ProS Dlk1,CA1-ProS,DG/SUB/CA,Glutamatergic,181,0.767956,0.232044,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CCN19103010000331
332_CA1-ProS,CA1-ProS Dlk1,CA1-ProS,DG/SUB/CA,Glutamatergic,251,0.565737,0.434263,0,0,0,0,0.003984,0.083665,0,0,0,0,0.912351,0,0,0,0,0,CCN19103010000332
333_CA1-ProS,CA1-ProS Dlk1,CA1-ProS,DG/SUB/CA,Glutamatergic,1443,0.523909,0.476091,0,0,0,0,0,0.192654,0,0,0,0,0.807346,0,0,0,0,0,CCN19103010000333
334_CA1-ve,CA1-ve Gpc3,CA1-ProS,DG/SUB/CA,Glutamatergic,175,0.994286,0.005714,0,0,0,0,0.068571,0.382857,0,0,0,0,0.548571,0,0,0,0,0,CCN19103010000334
335_CA1-ve,CA1-ve Gpc3,CA1-ProS,DG/SUB/CA,Glutamatergic,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CCN19103010000335
336_CA1-ve,CA1-ve Gpc3,CA1-ProS,DG/SUB/CA,Glutamatergic,170,0.9,0.1,0,0,0,0,0,0.947059,0,0,0,0,0.052941,0,0,0,0,0,CCN19103010000336
337_CA1,CA1 Lefty1,CA1-ProS,DG/SUB/CA,Glutamatergic,1007,0.489573,0.510427,0,0,0,0,0,0.898709,0,0,0,0,0.101291,0,0,0,0,0,CCN19103010000337
338_CA1,CA1 Lefty1,CA1-ProS,DG/SUB/CA,Glutamatergic,1531,0.378837,0.621163,0,0,0,0,0,0.993468,0,0,0,0,0.006532,0,0,0,0,0,CCN19103010000338
339_CA1,CA1 Lefty1,CA1-ProS,DG/SUB/CA,Glutamatergic,976,0.419057,0.580943,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CCN19103010000339
340_CA1,CA1 Lefty1,CA1-ProS,DG/SUB/CA,Glutamatergic,382,0.680628,0.319372,0,0,0,0,0,0.997382,0,0,0,0,0.002618,0,0,0,0,0,CCN19103010000340
341_CA1,CA1 Lefty1,CA1-ProS,DG/SUB/CA,Glutamatergic,82,0.780488,0.219512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CCN19103010000341
342_CA1,CA1 Lefty1,CA1-ProS,DG/SUB/CA,Glutamatergic,547,0.50457,0.49543,0,0,0,0,0.005484,0.411335,0,0,0,0,0.583181,0,0,0,0,0,CCN19103010000342
343_CA1,CA1 Lefty1,CA1-ProS,DG/SUB/CA,Glutamatergic,40,0.45,0.55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CCN19103010000343
344_CA1,CA1 Lefty1,CA1-ProS,DG/SUB/CA,Glutamatergic,426,0.507042,0.492958,0,0,0,0,0,0.967136,0,0,0,0,0.032864,0,0,0,0,0,CCN19103010000344
345_CA1,CA1 Lefty1,CA1-ProS,DG/SUB/CA,Glutamatergic,117,0.504274,0.495726,0,0,0,0,0,0.74359,0,0,0,0,0.25641,0,0,0,0,0,CCN19103010000345
346_CA1-do,CA1-do Plekhg1,CA1-ProS,DG/SUB/CA,Glutamatergic,1357,0.365512,0.634488,0,0,0,0,0,0.989683,0,0,0,0,0.010317,0,0,0,0,0,CCN19103010000346
347_CA1-do,CA1-do Plekhg1,CA1-ProS,DG/SUB/CA,Glutamatergic,1289,0.251358,0.748642,0,0,0,0,0,0.998448,0,0,0,0,0.001552,0,0,0,0,0,CCN19103010000347
348_CA1-do,CA1-do Plekhg1,CA1-ProS,DG/SUB/CA,Glutamatergic,6686,0.228388,0.771612,0,0,0,0,0,0.999551,0,0,0,0,0.000449,0,0,0,0,0,CCN19103010000348
349_Mossy,Mossy Rgs12,CA3,DG/SUB/CA,Glutamatergic,31,0.193548,0.806452,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CCN19103010000349
350_Mossy,Mossy Rgs12,CA3,DG/SUB/CA,Glutamatergic,144,0.319444,0.680556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CCN19103010000350
351_CA3-ve,CA3-ve Fam107a,CA3,DG/SUB/CA,Glutamatergic,41,0.512195,0.487805,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CCN19103010000351
352_CA3-ve,CA3-ve Fam107a,CA3,DG/SUB/CA,Glutamatergic,307,0.286645,0.713355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CCN19103010000352
353_CA3-ve,CA3-ve Fam107a,CA3,DG/SUB/CA,Glutamatergic,47,0.170213,0.829787,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CCN19103010000353
354_CA3-ve,CA3-ve Fam107a,CA3,DG/SUB/CA,Glutamatergic,398,0.190955,0.809045,0,0,0,0,0,0.997487,0,0,0,0,0.002513,0,0,0,0,0,CCN19103010000354
355_CA3-ve,CA3-ve Fam107a,CA3,DG/SUB/CA,Glutamatergic,178,0.533708,0.466292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CCN19103010000355
356_CA3-do,CA3-do Iyd,CA3,DG/SUB/CA,Glutamatergic,373,0.308311,0.691689,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CCN19103010000356
357_CA3-do,CA3-do Iyd,CA3,DG/SUB/CA,Glutamatergic,323,0.25387,0.74613,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CCN19103010000357
358_CA3-do,CA3-do Iyd,CA3,DG/SUB/CA,Glutamatergic,155,0.432258,0.567742,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CCN19103010000358
359_CA2-IG-FC,CA2-IG-FC Ramp3,CA2-IG-FC,DG/SUB/CA,Glutamatergic,142,0.5,0.5,0.669014,0,0,0,0,0.330986,0,0,0,0,0,0,0,0,0,0,CCN19103010000359
360_CA2-IG-FC,CA2-IG-FC Ramp3,CA2-IG-FC,DG/SUB/CA,Glutamatergic,205,0.434146,0.565854,0.468293,0,0,0,0,0.531707,0,0,0,0,0,0,0,0,0,0,CCN19103010000360
361_DG,DG Prox1 ,DG,DG/SUB/CA,Glutamatergic,595,0.268908,0.731092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CCN19103010000361
362_DG,DG Prox1 ,DG,DG/SUB/CA,Glutamatergic,5392,0.491469,0.508531,0,0,0,0,0,0.976447,0,0,0,0,0.023553,0,0,0,0,0,CCN19103010000362
363_DG,DG Prox1 ,DG,DG/SUB/CA,Glutamatergic,48845,0.232531,0.767469,0,0,0,0,0,0.998874,0,0,0,0,0.001106,0,0,0,0,2.05E-05,CCN19103010000363
364_DG,DG Prox1 ,DG,DG/SUB/CA,Glutamatergic,6590,0.309105,0.690895,0,0,0,0,0,0.998634,0,0,0,0,0.001214,0.000152,0,0,0,0,CCN19103010000364
365_Oligo,Oligo Pdgfra,Oligo,Other,Non-Neuronal,3330,0.441441,0.558559,0.009309,0.103904,0.085886,0,0.027327,0.060961,0.034234,0.039339,0.099099,0.021021,0.033634,0.030931,0.081381,0.103604,0.15045,0.118919,CCN19103010000365
366_Oligo,Oligo Pdgfra,Oligo,Other,Non-Neuronal,168,0.458333,0.541667,0.011905,0.154762,0.095238,0,0.017857,0.02381,0.02381,0.047619,0.113095,0.011905,0.005952,0.035714,0.053571,0.083333,0.130952,0.190476,CCN19103010000366
367_Oligo,Oligo Neu4,Oligo,Other,Non-Neuronal,178,0.382022,0.617978,0.016854,0.117978,0.033708,0,0.016854,0.033708,0.02809,0.11236,0.11236,0.005618,0.016854,0.067416,0.095506,0.073034,0.11236,0.157303,CCN19103010000367
368_Oligo,Oligo Neu4,Oligo,Other,Non-Neuronal,399,0.453634,0.546366,0.015038,0.102757,0.102757,0,0.010025,0.042607,0.030075,0.057644,0.097744,0.025063,0.012531,0.025063,0.100251,0.107769,0.122807,0.14787,CCN19103010000368
369_Oligo,Oligo Enpp6,Oligo,Other,Non-Neuronal,388,0.363402,0.636598,0.025773,0.100515,0.046392,0,0.023196,0.036082,0.095361,0.051546,0.136598,0.036082,0.018041,0.054124,0.082474,0.059278,0.056701,0.177835,CCN19103010000369
370_Oligo,Oligo Enpp6,Oligo,Other,Non-Neuronal,130,0.369231,0.630769,0.053846,0.076923,0.061538,0,0.015385,0.023077,0.084615,0.061538,0.123077,0.038462,0.030769,0.1,0.084615,0.061538,0.015385,0.169231,CCN19103010000370
371_Oligo,Oligo Enpp6,Oligo,Other,Non-Neuronal,120,0.333333,0.666667,0.016667,0.075,0.15,0,0.016667,0.025,0.091667,0.116667,0.1,0.016667,0.033333,0.033333,0.075,0.033333,0.041667,0.175,CCN19103010000371
372_Oligo,Oligo Opalin,Oligo,Other,Non-Neuronal,91,0.362637,0.637363,0.032967,0.054945,0.065934,0,0.010989,0.021978,0.076923,0.076923,0.208791,0.054945,0.010989,0.054945,0.087912,0.010989,0.032967,0.197802,CCN19103010000372
373_Oligo,Oligo Opalin,Oligo,Other,Non-Neuronal,549,0.35337,0.64663,0.018215,0.076503,0.096539,0,0.023679,0.023679,0.081967,0.076503,0.123862,0.030965,0.032787,0.041894,0.089253,0.04918,0.021858,0.213115,CCN19103010000373
374_Oligo,Oligo Opalin,Oligo,Other,Non-Neuronal,788,0.38198,0.61802,0.034264,0.049492,0.087563,0,0.017766,0.02665,0.058376,0.046954,0.13198,0.02665,0.043147,0.071066,0.138325,0.059645,0.031726,0.176396,CCN19103010000374
375_Oligo,Oligo Opalin,Oligo,Other,Non-Neuronal,3077,0.41664,0.58336,0.026974,0.0156,0.063373,0,0.023399,0.089373,0.072148,0.023724,0.060448,0.013975,0.043549,0.095873,0.272018,0.074423,0.009425,0.115697,CCN19103010000375
376_Astro,Astro Slc7a10,Astro,Other,Non-Neuronal,4607,0.385717,0.614283,0.017365,0.024745,0.035598,0,0.057738,0.103755,0.094204,0.049707,0.076405,0.014977,0.031257,0.04059,0.169959,0.089646,0.022357,0.171695,CCN19103010000376
377_Astro,Astro Gfap Apoe,Astro,Other,Non-Neuronal,35,0.6,0.4,0,0,0,0,0,0.771429,0,0,0.114286,0,0,0,0.028571,0.028571,0,0.057143,CCN19103010000377
378_Astro,Astro Gfap Apoe,Astro,Other,Non-Neuronal,226,0.349558,0.650442,0.026549,0.013274,0.022124,0,0.10177,0.20354,0.048673,0.013274,0.030973,0,0.013274,0.168142,0.137168,0.039823,0.017699,0.163717,CCN19103010000378
379_Endo,Endo Tek,Endo,Other,Non-Neuronal,1157,0.3535,0.6465,0.024201,0.01815,0.034572,0,0.031115,0.063959,0.094209,0.069144,0.051858,0.012965,0.021608,0.047537,0.212619,0.055315,0.023336,0.239412,CCN19103010000379
380_SMC-Peri,SMC Acta2,SMC-Peri,Other,Non-Neuronal,215,0.311628,0.688372,0.018605,0.004651,0.013953,0,0.027907,0.083721,0.065116,0.134884,0.051163,0.009302,0.051163,0.04186,0.190698,0.046512,0.013953,0.246512,CCN19103010000380
381_SMC-Peri,Peri Atp13a5,SMC-Peri,Other,Non-Neuronal,5,0.4,0.6,0,0,0,0,0,0,0.2,0.4,0,0,0,0,0,0,0,0.4,CCN19103010000381
382_SMC-Peri,Peri Atp13a5,SMC-Peri,Other,Non-Neuronal,201,0.318408,0.681592,0.0199,0,0.024876,0,0.0199,0.039801,0.114428,0.014925,0.039801,0.004975,0,0.0199,0.313433,0.034826,0.014925,0.338308,CCN19103010000382
383_VLMC,VLMC Dcn,VLMC,Other,Non-Neuronal,120,0.483333,0.516667,0.041667,0.025,0.025,0,0.025,0.125,0.075,0.241667,0.016667,0.025,0.008333,0,0.158333,0.05,0.05,0.133333,CCN19103010000383
384_VLMC,VLMC Dcn,VLMC,Other,Non-Neuronal,129,0.488372,0.511628,0.007752,0.007752,0.062016,0,0.077519,0.03876,0.023256,0.255814,0,0,0.054264,0.031008,0.03876,0.100775,0,0.302326,CCN19103010000384
385_VLMC,VLMC Dcn,VLMC,Other,Non-Neuronal,23,0.478261,0.521739,0,0,0.043478,0,0.130435,0,0,0.173913,0,0,0,0,0.086957,0.26087,0,0.304348,CCN19103010000385
386_Micro-PVM,MIcro Siglech,Micro-PVM,Other,Non-Neuronal,896,0.327009,0.672991,0.020089,0.015625,0.012277,0,0.032366,0.166295,0.117188,0.070313,0.071429,0.008929,0.035714,0.015625,0.165179,0.040179,0.026786,0.202009,CCN19103010000386
387_Micro-PVM,PVM Mrc1,Micro-PVM,Other,Non-Neuronal,109,0.40367,0.59633,0.009174,0,0,0,0.009174,0.669725,0.018349,0.045872,0.018349,0.009174,0,0.018349,0.137615,0.036697,0,0.027523,CCN19103010000387
388_Micro-PVM,PVM Mrc1,Micro-PVM,Other,Non-Neuronal,128,0.414063,0.585938,0,0,0.023438,0,0.109375,0.179688,0.039063,0.101563,0.046875,0.015625,0.09375,0.039063,0.09375,0.085938,0.007813,0.164063,CCN19103010000388
389_Low Quality,Low Quality,Low Quality,Low Quality,Low Quality,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CCN19103010000389
390_Low Quality,Low Quality,Low Quality,Low Quality,Low Quality,92,0.956522,0.043478,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CCN19103010000390
391_Low Quality,Low Quality,Low Quality,Low Quality,Low Quality,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CCN19103010000391
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
