"sample_id","cluster","class","subclass","Genes.Detected","donor","sex","roi","percent_reads_aligned_to_introns"
"SM-D9D7D_S63_E1-50","Inh L3-6 VIP HS3ST3A1","GABAergic","VIP",4906,"H200.1030","M","MTG_L6",44.3700838331963
"SM-D9D7D_S65_E1-50","Exc L5-6 RORB TTC12","Glutamatergic","L5 IT",5622,"H200.1030","M","MTG_L6",54.1981162261735
"SM-D9D7D_S66_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",4040,"H200.1030","M","MTG_L6",60.7859036456055
"SM-D9D7D_S68_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",3810,"H200.1030","M","MTG_L6",38.3462585315691
"SM-D9D7D_S69_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",5155,"H200.1030","M","MTG_L6",44.639841412541
"SM-D9D7D_S70_E1-50","Exc L5-6 FEZF2 IL15","Glutamatergic","L6b",4091,"H200.1030","M","MTG_L6",45.6849586258805
"SM-D9D7D_S73_E1-50","Exc L5-6 FEZF2 IL15","Glutamatergic","L6b",5612,"H200.1030","M","MTG_L6",54.8082880293868
"SM-D9D7D_S76_E1-50","Inh L5-6 SST NPM1P10","GABAergic","SST",3975,"H200.1030","M","MTG_L6",41.8937511451271
"SM-D9D7D_S78_E1-50","Exc L4-6 FEZF2 IL26","Glutamatergic","L5/6 NP",4926,"H200.1030","M","MTG_L6",49.2173595234567
"SM-D9D7D_S79_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",5445,"H200.1030","M","MTG_L6",57.2349355551115
"SM-D9D7E_S71_E1-50","Inh L3-6 SST HPGD","GABAergic","SST",4052,"H200.1030","M","MTG_L6",45.2748308136825
"SM-D9D7E_S75_E1-50","Inh L5-6 SST MIR548F2","GABAergic","PVALB",5567,"H200.1030","M","MTG_L6",60.5618697074121
"SM-D9D7E_S77_E1-50","Inh L4-6 SST B3GAT2","GABAergic","SST",4548,"H200.1030","M","MTG_L6",34.5220737887652
"SM-D9D7E_S79_E1-50","Inh L5-6 PVALB LGR5","GABAergic","PVALB",3432,"H200.1030","M","MTG_L6",43.9908190502118
"SM-D9D7E_S82_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",4600,"H200.1030","M","MTG_L6",49.563703397781
"SM-D9D7E_S83_E1-50","Exc L5-6 FEZF2 IL15","Glutamatergic","L6b",4914,"H200.1030","M","MTG_L6",62.5527530182686
"SM-D9D7E_S86_E1-50","Inh L5-6 PVALB LGR5","GABAergic","PVALB",2556,"H200.1030","M","MTG_L6",49.6176261844756
"SM-D9D7E_S87_E1-50","Inh L4-6 SST B3GAT2","GABAergic","SST",3091,"H200.1030","M","MTG_L6",50.5638994102199
"SM-D9D7F_S41_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",4776,"H200.1030","M","MTG_L6",51.015116618647
"SM-D9D7F_S42_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",3914,"H200.1030","M","MTG_L6",39.8240588003796
"SM-D9D7F_S49_E1-50","Inh L5-6 SST MIR548F2","GABAergic","PVALB",4712,"H200.1030","M","MTG_L6",48.4830471977233
"SM-D9D7F_S50_E1-50","Inh L5-6 SST NPM1P10","GABAergic","SST",3771,"H200.1030","M","MTG_L6",43.7925713444682
"SM-D9D7F_S51_E1-50","Inh L4-5 PVALB MEPE","GABAergic","PVALB",2676,"H200.1030","M","MTG_L6",53.0938521659044
"SM-D9D7F_S57_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",4949,"H200.1030","M","MTG_L6",45.0561706476662
"SM-D9D7H_S41_E1-50","Inh L4-6 SST GXYLT2","GABAergic","SST",4460,"H200.1030","M","MTG_L6",43.558538793303
"SM-D9D7H_S43_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",4597,"H200.1030","M","MTG_L6",51.8545353253842
"SM-D9D7H_S45_E1-50","Inh L5-6 PVALB LGR5","GABAergic","PVALB",3273,"H200.1030","M","MTG_L6",48.4426398513693
"SM-D9D7H_S46_E1-50","Inh L4-6 PVALB SULF1","GABAergic","PVALB",3114,"H200.1030","M","MTG_L6",47.1852186936388
"SM-D9D7H_S47_E1-50","Inh L4-6 SST GXYLT2","GABAergic","SST",3923,"H200.1030","M","MTG_L6",47.9290798565481
"SM-D9D7H_S51_E1-50","Exc L4-6 FEZF2 IL26","Glutamatergic","L5/6 NP",4001,"H200.1030","M","MTG_L6",44.6162555105903
"SM-D9D7H_S52_E1-50","Inh L5-6 SST NPM1P10","GABAergic","SST",4351,"H200.1030","M","MTG_L6",53.5733815638224
"SM-D9D7H_S53_E1-50","Inh L5-6 PVALB LGR5","GABAergic","PVALB",3469,"H200.1030","M","MTG_L6",60.4561304262268
"SM-D9D7H_S54_E1-50","Inh L4-5 PVALB MEPE","GABAergic","PVALB",4495,"H200.1030","M","MTG_L6",47.8498341197204
"SM-D9D7H_S55_E1-50","Inh L4-6 SST GXYLT2","GABAergic","SST",4654,"H200.1030","M","MTG_L6",41.3670296666817
"SM-D9D7H_S57_E1-50","Inh L5-6 SST MIR548F2","GABAergic","PVALB",4745,"H200.1030","M","MTG_L6",44.2546960599779
"SM-D9D7H_S58_E1-50","Exc L5-6 THEMIS DCSTAMP","Glutamatergic","L6 IT",4579,"H200.1030","M","MTG_L6",49.793759043565
"SM-D9D7H_S60_E1-50","Inh L5-6 LHX6 GLP1R","GABAergic","PVALB",5310,"H200.1030","M","MTG_L6",60.2957943773526
"SM-D9D7H_S62_E1-50","Inh L5-6 SST MIR548F2","GABAergic","PVALB",4785,"H200.1030","M","MTG_L6",54.4286041867002
"SM-D9D7H_S65_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",4311,"H200.1030","M","MTG_L6",46.0609260091084
"SM-D9D7H_S66_E1-50","Exc L5-6 RORB TTC12","Glutamatergic","L5 IT",5181,"H200.1030","M","MTG_L6",60.6249818798793
"SM-D9D7H_S69_E1-50","Inh L5-6 PVALB LGR5","GABAergic","PVALB",3602,"H200.1030","M","MTG_L6",50.4633313220482
"SM-D9D7H_S70_E1-50","Inh L3-6 VIP HS3ST3A1","GABAergic","VIP",3679,"H200.1030","M","MTG_L6",63.6523106426333
"SM-D9D7I_S03_E1-50","Exc L4-6 FEZF2 IL26","Glutamatergic","L5/6 NP",4519,"H200.1030","M","MTG_L6",49.4817170671231
"SM-D9D7I_S05_E1-50","Inh L5-6 SST MIR548F2","GABAergic","PVALB",5171,"H200.1030","M","MTG_L6",46.265482914498
"SM-D9D7I_S06_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",6072,"H200.1030","M","MTG_L6",41.2554498919509
"SM-D9D7I_S11_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",3266,"H200.1030","M","MTG_L6",36.2614959592489
"SM-D9D7I_S12_E1-50","Inh L5-6 SST MIR548F2","GABAergic","PVALB",4339,"H200.1030","M","MTG_L6",64.1317492392508
"SM-D9D7I_S17_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",4356,"H200.1030","M","MTG_L6",53.3628543007005
"SM-D9D7I_S18_E1-50","Inh L5-6 PVALB LGR5","GABAergic","PVALB",3295,"H200.1030","M","MTG_L6",43.4206799704747
"SM-D9D7I_S19_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",4907,"H200.1030","M","MTG_L6",42.3083769331127
"SM-D9D7I_S22_E1-50","Exc L5-6 RORB TTC12","Glutamatergic","L5 IT",5544,"H200.1030","M","MTG_L6",50.9072187846465
"SM-D9D7I_S24_E1-50","Astro L1-6 FGFR3 SLC14A1","Non-neuronal","Astrocyte",2250,"H200.1030","M","MTG_L6",50.4184134284494
"SM-D9D7J_S01_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",5024,"H200.1030","M","MTG_L6",36.2378047493317
"SM-D9D7J_S03_E1-50","Inh L5-6 PVALB LGR5","GABAergic","PVALB",2273,"H200.1030","M","MTG_L6",47.4673693655615
"SM-D9D7J_S04_E1-50","Exc L5-6 THEMIS FGF10","Glutamatergic","L6 IT",5162,"H200.1030","M","MTG_L6",57.1599407181831
"SM-D9D7J_S09_E1-50","Inh L3-6 SST HPGD","GABAergic","SST",4710,"H200.1030","M","MTG_L6",47.7329892033285
"SM-D9D7J_S10_E1-50","Inh L3-6 SST HPGD","GABAergic","SST",4555,"H200.1030","M","MTG_L6",47.6898911100767
"SM-D9D7J_S12_E1-50","Inh L5-6 SST TH","GABAergic","SST",4907,"H200.1030","M","MTG_L6",44.7882259451982
"SM-D9D7J_S13_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",4522,"H200.1030","M","MTG_L6",59.8274070636837
"SM-D9D7J_S19_E1-50","Exc L4-6 FEZF2 IL26","Glutamatergic","L5/6 NP",4172,"H200.1030","M","MTG_L6",43.7762219300852
"SM-D9D7J_S20_E1-50","Inh L5-6 LHX6 GLP1R","GABAergic","PVALB",4754,"H200.1030","M","MTG_L6",35.7439711517866
"SM-D9D7J_S22_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",3794,"H200.1030","M","MTG_L6",48.8199148226978
"SM-D9D7J_S23_E1-50","Inh L5-6 SST MIR548F2","GABAergic","PVALB",5003,"H200.1030","M","MTG_L6",51.444591114623
"SM-D9D7J_S24_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",1730,"H200.1030","M","MTG_L6",43.0171266442504
"SM-D9D7K_S01_E1-50","Inh L4-5 SST STK32A","GABAergic","SST",2605,"H200.1030","M","MTG_L6",54.3170918999384
"SM-D9D7K_S02_E1-50","Inh L5-6 SST NPM1P10","GABAergic","SST",3446,"H200.1030","M","MTG_L6",40.6881382114708
"SM-D9D7K_S03_E1-50","Inh L4-6 SST B3GAT2","GABAergic","SST",3353,"H200.1030","M","MTG_L6",54.8889202488716
"SM-D9D7K_S06_E1-50","Inh L5-6 SST MIR548F2","GABAergic","PVALB",5242,"H200.1030","M","MTG_L6",54.5558162554365
"SM-D9D7K_S07_E1-50","Inh L5-6 SST NPM1P10","GABAergic","SST",4623,"H200.1030","M","MTG_L6",60.2932067807029
"SM-D9D7K_S09_E1-50","Exc L5-6 RORB TTC12","Glutamatergic","L5 IT",5448,"H200.1030","M","MTG_L6",50.8681664352118
"SM-D9D7K_S11_E1-50","Inh L4-6 SST B3GAT2","GABAergic","SST",4080,"H200.1030","M","MTG_L6",47.4489231928192
"SM-D9D7K_S17_E1-50","Exc L5-6 THEMIS FGF10","Glutamatergic","L6 IT",4574,"H200.1030","M","MTG_L6",50.9822258711999
"SM-D9D7K_S21_E1-50","Inh L4-6 SST B3GAT2","GABAergic","SST",3112,"H200.1030","M","MTG_L6",58.9480185620501
"SM-D9D7K_S24_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",1551,"H200.1030","M","MTG_L6",51.2004837014677
"SM-D9D7K_S29_E1-50","Inh L5-6 PVALB LGR5","GABAergic","PVALB",2442,"H200.1030","M","MTG_L6",47.2522710480582
"SM-D9D7K_S31_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",4464,"H200.1030","M","MTG_L6",61.5322816615041
"SM-D9D7L_S02_E1-50","Inh L3-6 VIP HS3ST3A1","GABAergic","VIP",3967,"H200.1030","M","MTG_L6",53.9810941696661
"SM-D9D7L_S04_E1-50","Exc L5-6 FEZF2 IL15","Glutamatergic","L6b",5207,"H200.1030","M","MTG_L6",58.4624674115282
"SM-D9D7L_S05_E1-50","Inh L3-6 SST HPGD","GABAergic","SST",3648,"H200.1030","M","MTG_L6",52.3090707663805
"SM-D9D7L_S07_E1-50","Exc L5-6 FEZF2 ABO","Glutamatergic","L6 CT",5203,"H200.1030","M","MTG_L6",61.4874300544402
"SM-D9D7L_S09_E1-50","Inh L4-5 PVALB MEPE","GABAergic","PVALB",3367,"H200.1030","M","MTG_L6",46.9965399303059
"SM-D9D7L_S11_E1-50","Exc L5-6 FEZF2 IL15","Glutamatergic","L6b",5039,"H200.1030","M","MTG_L6",60.9925443629085
"SM-D9D7L_S14_E1-50","Inh L4-6 SST GXYLT2","GABAergic","SST",3869,"H200.1030","M","MTG_L6",58.1075550069939
"SM-D9D7L_S16_E1-50","Oligo L1-6 OPALIN","Non-neuronal","Oligo",1698,"H200.1030","M","MTG_L6",43.6875438967775
"SM-D9D7L_S18_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",3185,"H200.1030","M","MTG_L6",47.2948984501188
"SM-D9D7L_S19_E1-50","Inh L5-6 SST NPM1P10","GABAergic","SST",4456,"H200.1030","M","MTG_L6",38.2083682631144
"SM-D9D7L_S21_E1-50","Exc L5-6 FEZF2 IL15","Glutamatergic","L6b",4460,"H200.1030","M","MTG_L6",66.2253809955893
"SM-D9D7L_S22_E1-50","Exc L5-6 RORB TTC12","Glutamatergic","L5 IT",5154,"H200.1030","M","MTG_L6",54.7726649015476
"SM-D9D7L_S23_E1-50","Exc L6 FEZF2 SCUBE1","Glutamatergic","L6b",5459,"H200.1030","M","MTG_L6",61.9131413735258
"SM-D9D7L_S25_E1-50","Exc L5-6 THEMIS CRABP1","Glutamatergic","L6 IT",4326,"H200.1030","M","MTG_L6",55.5756237572524
"SM-D9D7L_S26_E1-50","Inh L5-6 SST NPM1P10","GABAergic","SST",3694,"H200.1030","M","MTG_L6",50.2285791254008
"SM-D9D7L_S29_E1-50","Exc L2-3 LINC00507 FREM3","Glutamatergic","L2/3 IT",9237,"H200.1030","M","MTG_L6",26.0117947989662
"SM-D9D7L_S30_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",3958,"H200.1030","M","MTG_L6",55.210109863457
"SM-D9D7F_S69_E1-50","Inh L1-2 ADARB2 MC4R","GABAergic","LAMP5/PAX6/Other",2325,"H200.1023","F","MTG_L1",39.6775868506041
"SM-D9D7F_S71_E1-50","Inh L1-3 VIP ADAMTSL1","GABAergic","VIP",3276,"H200.1023","F","MTG_L1",43.0905385060548
"SM-D9D7F_S73_E1-50","Exc L2 LAMP5 LTK","Glutamatergic","L2/3 IT",3672,"H200.1023","F","MTG_L1",44.3599198644773
"SM-D9D7F_S77_E1-50","Exc L2 LAMP5 LTK","Glutamatergic","L2/3 IT",2987,"H200.1023","F","MTG_L1",41.1590624176328
"SM-D9D7F_S78_E1-50","Inh L1-2 PAX6 CDH12","GABAergic","LAMP5/PAX6/Other",3014,"H200.1023","F","MTG_L1",37.2687017839759
"SM-D9D7F_S82_E1-50","Inh L1-2 SST BAGE2","GABAergic","LAMP5/PAX6/Other",2386,"H200.1023","F","MTG_L1",44.1951194730414
"SM-D9D7F_S83_E1-50","Inh L1-2 LAMP5 DBP","GABAergic","LAMP5/PAX6/Other",2912,"H200.1023","F","MTG_L1",42.3809304369001
"SM-D9D7F_S84_E1-50","Inh L1 SST CHRNA4","GABAergic","LAMP5/PAX6/Other",1986,"H200.1023","F","MTG_L1",46.0021451129458
"SM-D9D7F_S86_E1-50","Inh L1-2 LAMP5 DBP","GABAergic","LAMP5/PAX6/Other",3377,"H200.1023","F","MTG_L1",36.300495196944
"SM-D9D7H_S75_E1-50","Inh L1 LAMP5 NMBR","GABAergic","LAMP5/PAX6/Other",2964,"H200.1023","F","MTG_L1",39.4120493772578
"SM-D9D7H_S80_E1-50","Astro L1-2 FGFR3 GFAP","Non-neuronal","Astrocyte",1579,"H200.1023","F","MTG_L1",46.1261789036673
"SM-D9D7H_S82_E1-50","Inh L1-2 VIP PCDH20","GABAergic","VIP",2745,"H200.1023","F","MTG_L1",37.1769697252084
"SM-D9D7H_S86_E1-50","Exc L2 LAMP5 LTK","Glutamatergic","L2/3 IT",2532,"H200.1023","F","MTG_L1",40.6350566262372
"SM-D9CZU_S76_E1-50","Inh L1 LAMP5 NMBR","GABAergic","LAMP5/PAX6/Other",2967,"H200.1023","F","MTG_L1",42.3557575955232
"SM-D9CZU_S77_E1-50","Inh L1-2 PAX6 CDH12","GABAergic","LAMP5/PAX6/Other",3871,"H200.1023","F","MTG_L1",40.3996984412648
"SM-D9CZU_S78_E1-50","Inh L1-3 VIP GGH","GABAergic","VIP",2779,"H200.1023","F","MTG_L1",36.9600126599266
"SM-D9CZU_S80_E1-50","Astro L1-2 FGFR3 GFAP","Non-neuronal","Astrocyte",1862,"H200.1023","F","MTG_L1",45.6508133047865
"SM-D9CZU_S90_E1-50","Inh L2-4 PVALB WFDC2","GABAergic","PVALB",3809,"H200.1023","F","MTG_L2",51.848226740663
"SM-D9CZU_S96_E1-50","Astro L1-2 FGFR3 GFAP","Non-neuronal","Astrocyte",1763,"H200.1023","F","MTG_L2",50.246429994408
"SM-D9D7I_S25_E1-50","Inh L1-2 VIP PCDH20","GABAergic","VIP",3046,"H200.1023","F","MTG_L2",32.794399845981
"SM-D9D7I_S26_E1-50","Inh L2-5 VIP SERPINF1","GABAergic","VIP",2542,"H200.1023","F","MTG_L2",35.9272622532516
"SM-D9D7I_S30_E1-50","Inh L2-3 VIP CASC6","GABAergic","VIP",3375,"H200.1023","F","MTG_L2",62.2010744842733
"SM-D9D7I_S41_E1-50","Exc L2-3 LINC00507 FREM3","Glutamatergic","L2/3 IT",4400,"H200.1023","F","MTG_L2",48.9827133328039
"SM-D9D7I_S50_E1-50","Inh L1-3 VIP GGH","GABAergic","VIP",2318,"H200.1023","F","MTG_L2",43.2318738224719
"SM-D9D7I_S54_E1-50","Inh L1-3 VIP GGH","GABAergic","VIP",2513,"H200.1023","F","MTG_L2",54.2168028723895
"SM-D9D7J_S36_E1-50","Inh L1-3 SST CALB1","GABAergic","SST",2012,"H200.1023","F","MTG_L2",55.1213321062249
"SM-D9D7J_S38_E1-50","Inh L1-3 VIP CHRM2","GABAergic","VIP",2600,"H200.1023","F","MTG_L2",41.3382714291687
"SM-D9D7J_S39_E1-50","Exc L2-3 LINC00507 FREM3","Glutamatergic","L2/3 IT",3705,"H200.1023","F","MTG_L2",46.4639345685267
"SM-D9D7J_S40_E1-50","Astro L1-2 FGFR3 GFAP","Non-neuronal","Astrocyte",1765,"H200.1023","F","MTG_L2",53.3545191654502
"SM-D9D7K_S46_E1-50","Inh L1-4 LAMP5 LCP2","GABAergic","LAMP5/PAX6/Other",4191,"H200.1023","F","MTG_L2",45.9444481011929
"SM-D9D7K_S59_E1-50","Inh L1-3 VIP GGH","GABAergic","VIP",2870,"H200.1023","F","MTG_L2",45.824310225137
"SM-D9D7K_S63_E1-50","Inh L1-2 ADARB2 MC4R","GABAergic","LAMP5/PAX6/Other",3518,"H200.1023","F","MTG_L2",57.2654991817474
"SM-D9D8A_S11_E1-50","Inh L1-2 SST BAGE2","GABAergic","LAMP5/PAX6/Other",2526,"H200.1023","F","MTG_L2",45.1010501078148
"SM-D9D8A_S13_E1-50","Exc L2 LAMP5 LTK","Glutamatergic","L2/3 IT",3504,"H200.1023","F","MTG_L2",63.0351338528812
"SM-D9D8A_S16_E1-50","Astro L1-6 FGFR3 SLC14A1","Non-neuronal","Astrocyte",2595,"H200.1023","F","MTG_L2",51.6787233535806
"SM-D9D8A_S18_E1-50","Inh L1-2 SST BAGE2","GABAergic","LAMP5/PAX6/Other",3176,"H200.1023","F","MTG_L2",49.9927402309285
"SM-D9D8B_S12_E1-50","Exc L2 LAMP5 LTK","Glutamatergic","L2/3 IT",3678,"H200.1023","F","MTG_L2",47.950460181896
"SM-D9D8B_S18_E1-50","Inh L2-4 VIP CBLN1","GABAergic","VIP",3087,"H200.1023","F","MTG_L2",61.2630066552655
"SM-D9D8L_S10_E1-50","Inh L1-2 PAX6 CDH12","GABAergic","LAMP5/PAX6/Other",2745,"H200.1023","F","MTG_L2",44.5655626265461
"SM-D9D8L_S11_E1-50","Inh L2-3 VIP CASC6","GABAergic","VIP",4531,"H200.1023","F","MTG_L2",61.7340406309075
"SM-D9D8L_S17_E1-50","Inh L1-3 SST CALB1","GABAergic","SST",2914,"H200.1023","F","MTG_L2",63.5914347315979
"SM-D9D8L_S18_E1-50","Inh L1-2 PAX6 CDH12","GABAergic","LAMP5/PAX6/Other",3474,"H200.1023","F","MTG_L2",53.518472550058
"SM-D9D8L_S19_E1-50","Exc L2 LAMP5 LTK","Glutamatergic","L2/3 IT",3332,"H200.1023","F","MTG_L2",49.15109160343
"SM-D9D8L_S27_E1-50","Inh L1-2 VIP TSPAN12","GABAergic","VIP",2296,"H200.1023","F","MTG_L2",38.7387612175814
"SM-D9D8L_S36_E1-50","Inh L2-5 VIP TYR","GABAergic","VIP",2724,"H200.1023","F","MTG_L2",60.1927829614018
"SM-D9D8L_S37_E1-50","Inh L1-2 PAX6 CDH12","GABAergic","LAMP5/PAX6/Other",3507,"H200.1023","F","MTG_L2",43.8543916410051
"SM-D9D8M_S03_E1-50","Exc L2-4 LINC00507 GLP2R","Glutamatergic","L2/3 IT",4093,"H200.1023","F","MTG_L2",54.7649045954292
"SM-D9D8M_S05_E1-50","Inh L1-2 SST BAGE2","GABAergic","LAMP5/PAX6/Other",2556,"H200.1023","F","MTG_L2",48.4973132697427
"SM-D9D8M_S12_E1-50","Inh L2-4 VIP SPAG17","GABAergic","VIP",3066,"H200.1023","F","MTG_L2",45.0634922264301
"SM-D9D8M_S15_E1-50","Exc L2 LAMP5 LTK","Glutamatergic","L2/3 IT",4027,"H200.1023","F","MTG_L2",52.5432109337124
"SM-D9D8M_S19_E1-50","Inh L1-2 VIP PCDH20","GABAergic","VIP",2524,"H200.1023","F","MTG_L2",43.4814980391232
"SM-D9D8M_S23_E1-50","Inh L1-3 VIP CCDC184","GABAergic","VIP",3150,"H200.1023","F","MTG_L2",58.6608419250578
"SM-D9D8M_S24_E1-50","Astro L1-2 FGFR3 GFAP","Non-neuronal","Astrocyte",1938,"H200.1023","F","MTG_L2",49.2838585977302
"SM-D9D8M_S25_E1-50","Inh L2-5 PVALB SCUBE3","GABAergic","Chandelier",3575,"H200.1023","F","MTG_L2",61.2605639103953
"SM-D9D8M_S34_E1-50","Inh L1-4 LAMP5 LCP2","GABAergic","LAMP5/PAX6/Other",3122,"H200.1023","F","MTG_L2",44.2601538859597
"SM-D9D8M_S37_E1-50","Inh L1-2 PAX6 CDH12","GABAergic","LAMP5/PAX6/Other",3192,"H200.1023","F","MTG_L2",40.6100098437851
"SM-D9D8N_S02_E1-50","Inh L1-2 PAX6 CDH12","GABAergic","LAMP5/PAX6/Other",2750,"H200.1023","F","MTG_L2",37.0947898556593
"SM-D9D8N_S11_E1-50","Inh L1-3 VIP ADAMTSL1","GABAergic","VIP",3676,"H200.1023","F","MTG_L2",59.885586921587
"SM-D9D8N_S15_E1-50","Inh L1-3 VIP ADAMTSL1","GABAergic","VIP",3201,"H200.1023","F","MTG_L2",47.2723022271136
"SM-D9D8N_S16_E1-50","Astro L1-2 FGFR3 GFAP","Non-neuronal","Astrocyte",1920,"H200.1023","F","MTG_L2",44.7429415663027
"SM-D9D8N_S20_E1-50","Inh L1-2 ADARB2 MC4R","GABAergic","LAMP5/PAX6/Other",2338,"H200.1023","F","MTG_L2",38.9453516209773
"SM-D9D8N_S25_E1-50","Inh L1-2 PAX6 CDH12","GABAergic","LAMP5/PAX6/Other",2604,"H200.1023","F","MTG_L2",42.1968511900396
"SM-D9D8N_S32_E1-50","Astro L1-6 FGFR3 SLC14A1","Non-neuronal","Astrocyte",2396,"H200.1023","F","MTG_L2",48.9170514885489
"SM-D9D8N_S34_E1-50","Inh L1-4 LAMP5 LCP2","GABAergic","LAMP5/PAX6/Other",3168,"H200.1023","F","MTG_L2",51.4815737864226
"SM-D9D8N_S36_E1-50","Inh L2-6 VIP QPCT","GABAergic","VIP",2963,"H200.1023","F","MTG_L2",55.286831236057
"SM-D9D7I_S62_E1-50","Inh L2-6 LAMP5 CA1","GABAergic","LAMP5/PAX6/Other",2958,"H200.1023","F","MTG_L3",47.5243228240916
"SM-D9D7I_S65_E1-50","Inh L1-4 VIP OPRM1","GABAergic","VIP",2922,"H200.1023","F","MTG_L3",34.5485982996263
"SM-D9D7I_S76_E1-50","Inh L1-2 VIP PCDH20","GABAergic","VIP",2904,"H200.1023","F","MTG_L3",47.4940192945383
"SM-D9D7I_S77_E1-50","Inh L1-4 LAMP5 LCP2","GABAergic","LAMP5/PAX6/Other",3153,"H200.1023","F","MTG_L3",46.8466208288725
"SM-D9D7J_S67_E1-50","Inh L1-3 SST CALB1","GABAergic","SST",2386,"H200.1023","F","MTG_L3",42.7145862124692
"SM-D9D7J_S69_E1-50","Exc L2-4 LINC00507 GLP2R","Glutamatergic","L2/3 IT",4025,"H200.1023","F","MTG_L3",52.2603851589673
"SM-D9D7J_S79_E1-50","Inh L2-4 SST FRZB","GABAergic","SST",3648,"H200.1023","F","MTG_L3",40.1415940581424
"SM-D9D7K_S70_E1-50","Exc L2-4 LINC00507 GLP2R","Glutamatergic","L2/3 IT",4678,"H200.1023","F","MTG_L3",49.3870892360034
"SM-D9D7K_S73_E1-50","Exc L3-4 RORB CARM1P1","Glutamatergic","L4 IT",5811,"H200.1023","F","MTG_L3",64.2296164802985
"SM-D9D7K_S74_E1-50","Inh L1-3 VIP CCDC184","GABAergic","VIP",3517,"H200.1023","F","MTG_L3",40.5141038665392
"SM-D9D7K_S77_E1-50","Inh L2-4 VIP SPAG17","GABAergic","VIP",2517,"H200.1023","F","MTG_L3",51.4889206819057
"SM-D9D7K_S79_E1-50","Inh L1-3 VIP CHRM2","GABAergic","VIP",3095,"H200.1023","F","MTG_L3",51.9544851176111
"SM-D9D7K_S80_E1-50","Astro L1-6 FGFR3 SLC14A1","Non-neuronal","Astrocyte",2227,"H200.1023","F","MTG_L3",53.3779482836493
"SM-D9D7L_S65_E1-50","Inh L1-2 VIP PCDH20","GABAergic","VIP",2912,"H200.1023","F","MTG_L3",46.0921332719761
"SM-D9D7L_S71_E1-50","Inh L1-3 VIP GGH","GABAergic","VIP",2526,"H200.1023","F","MTG_L3",47.3791236932666
"SM-D9CZV_S76_E1-50","Inh L2-5 VIP SERPINF1","GABAergic","VIP",2560,"H200.1023","F","MTG_L3",47.2318724355085
"SM-D9CZV_S78_E1-50","Inh L1-4 VIP CHRNA6","GABAergic","VIP",3370,"H200.1023","F","MTG_L3",47.0239955703636
"SM-D9D17_S81_E1-50","Exc L5-6 FEZF2 EFTUD1P1","Glutamatergic","L6b",5404,"H200.1023","F","MTG_L5",52.7645734994482
"SM-D9D17_S82_E1-50","Exc L4-5 RORB FOLH1B","Glutamatergic","L5 IT",5120,"H200.1023","F","MTG_L5",52.024357747858
"SM-D9D17_S83_E1-50","Inh L3-6 VIP HS3ST3A1","GABAergic","VIP",3163,"H200.1023","F","MTG_L5",58.381967054219
"SM-D9D17_S87_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",4983,"H200.1023","F","MTG_L5",43.8581627362715
"SM-D9CZW_S84_E1-50","Exc L5-6 FEZF2 IL15","Glutamatergic","L6b",4345,"H200.1023","F","MTG_L5",59.0121680376694
"SM-D9CZW_S87_E1-50","Exc L4-6 RORB SEMA3E","Glutamatergic","L5 IT",3252,"H200.1023","F","MTG_L5",43.4565235273858
"SM-D9CZW_S93_E1-50","Exc L5-6 THEMIS FGF10","Glutamatergic","L6 IT",4300,"H200.1023","F","MTG_L6",46.0717080011701
"SM-D9D6P_S89_E1-50","Inh L4-6 PVALB SULF1","GABAergic","PVALB",1919,"H200.1023","F","MTG_L6",39.3171698947079
"SM-D9D6P_S94_E1-50","Exc L4-6 RORB C1R","Glutamatergic","L5 IT",3422,"H200.1023","F","MTG_L6",58.5950870419396
